payload_id,agent_id,received_at,envelope_created_at,payload_collected_at,hostname,username,crypto_scheme,key_id,nonce_hash,ciphertext_hash,decrypted_payload_hash,encrypted_envelope_json,validation_status,duplicate_attempt_count
pld-c2be7e0f-6690-420a-9154-02351aa06a10,agt-1002,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-d32ef59c-e371-454f-965b-d550f6843290,agt-1003,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-34dad284-f2cf-4375-a2b7-87fd1a352450,agt-1004,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-c730d177-c48a-4426-a84a-4acf62031a18,agt-1005,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-3ab14f7e-866e-4108-af96-087e04bfd789,agt-1006,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-e332ddcd-40bc-4354-ab25-93a1006047b7,agt-1007,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-1338a658-2b62-44a8-ac92-be4ff0b50f3a,agt-1008,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-a0804ffb-05e4-4b9e-a2d4-e7aea9aa1461,agt-1009,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f3c48855-0bc8-4e66-a1ad-959dd75aa275,agt-1010,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,2026-06-06 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-3af29d25-ef3b-48bb-8942-f6222b7d923f,agt-1001,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-353729c5-92bb-483d-84b7-179b098d0fe6,agt-1002,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-556f095b-f9d4-4581-b804-38de27cfd61f,agt-1003,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-86842440-8a54-4d14-8e77-6425fae07ef2,agt-1004,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-5b113310-f13a-45be-8f03-c723ba6cfa20,agt-1005,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-2250a7f7-deff-413c-ba9a-ebed5ff36e82,agt-1006,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-3389cb84-99cc-452b-a5e6-04934035f3e3,agt-1007,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-23826076-8c93-4c02-a941-ea0c472381ba,agt-1008,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-bd199dda-3657-40d7-87c2-37d65a1533bb,agt-1009,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-7e7f1ffd-2bf8-45fa-8788-b2e923c1a37c,agt-1010,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,2026-06-07 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-7402a3df-2557-4ee0-80ee-b66fc3928460,agt-1001,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-18813e52-7d24-4c0d-b92b-06f5d449372b,agt-1002,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6fd972f8-4310-45a1-9e55-2ed6a5a28705,agt-1003,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-40c2a7c9-1fe0-421a-8422-f0fed036fa48,agt-1004,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-584b0364-9410-44e2-904b-606a25144ced,agt-1005,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-fc23fb73-1261-4cb1-b840-1a144396afd8,agt-1006,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-938eceb1-13cb-4b05-aec4-69356d1fe738,agt-1007,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-46779da7-cd4f-489c-992d-7155d160e0f4,agt-1008,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-89b5cd66-5cb8-4807-b9d8-94222dda774d,agt-1009,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-4e46140d-b7e2-4742-b43d-8fb745f23667,agt-1010,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,2026-06-08 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-c8f4bb19-903d-4fac-953f-1551e49491c7,agt-1001,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-a11b4688-83d3-4551-a30c-686cdd8c5d05,agt-1002,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-5d46eb7f-838c-4d54-a3a3-bdac214cdbfe,agt-1003,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-7b45c2ac-cb5a-4ac2-b862-49d6e7f801cb,agt-1004,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-4155c646-7293-407b-a5ab-5b0977c55a4c,agt-1005,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-532c15ce-0564-4327-8168-c90deed9c256,agt-1006,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-60dd0161-1907-4082-b875-c54978e63ea7,agt-1007,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-8ad6d7d7-8939-4b9e-ac38-77e228f813d4,agt-1008,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-e983bf65-be21-4fe2-a408-bcd9281316e7,agt-1009,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-b2c6d632-5aa9-4b83-bdd0-272dc03265c8,agt-1010,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,2026-06-09 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-07585c71-9b99-4d3a-853a-f66c1aad2463,agt-1001,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-1a41b5b3-635c-4ff2-9565-da67edfc8842,agt-1002,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-bfa71251-1ddb-4755-a868-81fbb8245827,agt-1003,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f9d9f87d-5b3c-477a-87d2-81a0db0f2803,agt-1004,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-bb6f6dc5-8241-467c-8721-74ff4776fcc6,agt-1005,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-436dc0fb-9a9d-4008-86e7-11652a451704,agt-1006,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-687e4a68-280e-4156-9c7d-bcd9904a898f,agt-1007,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-b6ec087e-37a2-4f12-b37a-c96b61294802,agt-1008,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-cbe3c612-2bf0-4816-abf3-4aa4c48f96d3,agt-1009,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-a1479501-6a14-4445-b302-d6f0540d240e,agt-1010,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,2026-06-10 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6cd40662-026d-4039-9963-13f8e336ae6f,agt-1001,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6e304447-8dba-4f68-b4dd-7cd9a9c11dc3,agt-1002,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-1df55bf3-d288-4a1a-8633-f3115a91592b,agt-1003,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-dbf1615f-8f2b-404c-8519-a81106aca0e9,agt-1004,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6e290b0e-fae6-466c-8403-e94b2969d171,agt-1005,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-770e379c-d1c8-4f6e-bec5-93479426a407,agt-1006,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-499addf5-6e4a-448d-bda7-91e48f534f64,agt-1007,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f94ec5d1-3e08-498f-85ad-5a993dfc1b94,agt-1008,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-cbdb94da-d7ad-4a6c-9654-f95ec0d157f9,agt-1009,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-68f59062-35a6-449c-ab22-9492a5735f0c,agt-1010,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,2026-06-11 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-0c245d6b-cfde-4722-820d-1c6668ed404f,agt-1001,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f9bc7356-5800-4bf1-8ba2-86a39b0c9e37,agt-1002,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-0251fb55-5f2d-4258-a6b1-e41175de2df3,agt-1003,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-02011566-9adc-4ae7-8998-fdc544bab2e1,agt-1004,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-5527f492-a13c-402d-acdd-a1898e0d39ca,agt-1005,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-471d2b8c-3913-4860-ab91-0458572f9030,agt-1006,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f6f22358-d97b-4c73-91c1-ee85bcbc8bb6,agt-1007,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-1b18596d-1baa-4921-a7a2-605b562f0d88,agt-1008,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-1ac29356-ebca-4c6c-a866-3ad4c8868e90,agt-1009,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-5f6e3942-71de-409f-ab20-883ddd2a11dc,agt-1010,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,2026-06-12 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6c375670-b962-4269-99fe-f43df3f0c2ad,agt-1001,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-JDOE,jdoe,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-dffffb5c-75a7-4d7b-8615-faf92cae0575,agt-1002,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-ASMITH,asmith,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-4456f988-ddbb-4f6d-9979-10ce26d6a381,agt-1003,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-MJONES,mjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-8ae103ba-e931-4881-a2da-954b4b86dc96,agt-1004,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-BWILLIAMS,bwilliams,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-4ecc04f8-b7ae-4c97-9da4-76cfa0fdfa0a,agt-1005,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-CDAVIS,cdavis,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-f0736722-26fd-45a1-9282-b1033961dc52,agt-1006,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-MSCOTT,mscott,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-5e94cd6f-f80b-48ea-b4ad-bd64a80497e9,agt-1007,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-TJONES,tjones,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-73912bb6-b1dc-4805-90ad-04380f10978b,agt-1008,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-RWILSON,rwilson,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-377a3447-9295-42a8-ae22-386a5d49fede,agt-1009,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-ESNOW,esnow,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
pld-6be510a8-a880-4379-8577-e66580d6ac93,agt-1010,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,2026-06-13 23:59:00+00,LT-BADMIN,badmin,AES-256-GCM,key-1,hash,hash,hash,{},VALID,0
